"zone","area","sub_area","pole","config_id","config_name","longitude","latitude"
"Downtown","Cortez Hill","1400 FIFTH AVE","5-1406","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.160299","32.720089"
"Downtown","Cortez Hill","1400 FIFTH AVE","5-1408","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.160299","32.720146"
"Downtown","Cortez Hill","1400 FIFTH AVE","5-1410","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.160299","32.720203"
"Downtown","Cortez Hill","1400 FIFTH AVE","5-1411","12466","2 Hour Max $1.25 HR 8am-4pm Mon-Fri 8am-6pm Sat","-117.160118","32.720261"
"Downtown","Cortez Hill","1400 FIFTH AVE","5-1412","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.1603","32.720336"
"Downtown","Cortez Hill","1400 FIFTH AVE","5-1413","12466","2 Hour Max $1.25 HR 8am-4pm Mon-Fri 8am-6pm Sat","-117.160119","32.720394"
"Downtown","Cortez Hill","1400 FIFTH AVE","5-1414","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.157255","32.715329"
"Downtown","Cortez Hill","1400 FIFTH AVE","5-1415","12466","2 Hour Max $1.25 HR 8am-4pm Mon-Fri 8am-6pm Sat","-117.160119","32.720451"
"Downtown","Cortez Hill","1400 FIFTH AVE","5-1416","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.157255","32.715329"
"Downtown","Cortez Hill","1400 FIFTH AVE","5-1417","12466","2 Hour Max $1.25 HR 8am-4pm Mon-Fri 8am-6pm Sat","-117.16012","32.720527"
"Downtown","Cortez Hill","1400 FIFTH AVE","5-1418","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.160122","32.720775"
"Downtown","Cortez Hill","1400 FIFTH AVE","5-1419","12466","2 Hour Max $1.25 HR 8am-4pm Mon-Fri 8am-6pm Sat","-117.16012","32.720584"
"Downtown","Cortez Hill","1400 FIFTH AVE","5-1420","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.160122","32.720775"
"Downtown","Cortez Hill","1400 FIFTH AVE","5-1421","12466","2 Hour Max $1.25 HR 8am-4pm Mon-Fri 8am-6pm Sat","-117.160121","32.720641"
"Downtown","Cortez Hill","1400 FIFTH AVE","5-1422","9283","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.0","32.1"
"Downtown","Cortez Hill","1400 FIFTH AVE","5-1423","12466","2 Hour Max $1.25 HR 8am-4pm Mon-Fri 8am-6pm Sat","-117.160121","32.720717"
"Downtown","Cortez Hill","1400 FIFTH AVE","5-1424","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.157255","32.715329"
"Downtown","Cortez Hill","1400 FIFTH AVE","5-1425","12466","2 Hour Max $1.25 HR 8am-4pm Mon-Fri 8am-6pm Sat","-117.160122","32.720775"
"Downtown","Cortez Hill","1500 FIFTH AVE","5-1500","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.160306","32.721069"
"Downtown","Cortez Hill","1500 FIFTH AVE","5-1502","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.160307","32.721127"
"Downtown","Cortez Hill","1500 FIFTH AVE","5-1504","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.160308","32.721205"
"Downtown","Cortez Hill","1500 FIFTH AVE","5-1506","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.160308","32.721263"
"Downtown","Cortez Hill","1500 FIFTH AVE","5-1508","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.160309","32.72134"
"Downtown","Cortez Hill","1500 FIFTH AVE","5-1509","12466","2 Hour Max $1.25 HR 8am-4pm Mon-Fri 8am-6pm Sat","-117.160127","32.721399"
"Downtown","Cortez Hill","1500 FIFTH AVE","5-1511","12466","2 Hour Max $1.25 HR 8am-4pm Mon-Fri 8am-6pm Sat","-117.160128","32.721477"
"Downtown","Cortez Hill","1500 FIFTH AVE","5-1518","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.160311","32.721553"
"Downtown","Cortez Hill","1500 FIFTH AVE","5-1519","12466","2 Hour Max $1.25 HR 8am-4pm Mon-Fri 8am-6pm Sat","-117.16013","32.721612"
"Downtown","Cortez Hill","1500 FIFTH AVE","5-1520","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.160313","32.721688"
"Downtown","Cortez Hill","1500 FIFTH AVE","5-1521","12466","2 Hour Max $1.25 HR 8am-4pm Mon-Fri 8am-6pm Sat","-117.160131","32.721747"
"Downtown","Cortez Hill","1500 FIFTH AVE","5-1522","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.160314","32.721823"
"Downtown","Cortez Hill","1500 FIFTH AVE","5-1524","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.160315","32.721881"
"Downtown","Cortez Hill","1600 FIFTH AVE","5-1600","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.160322","32.722626"
"Downtown","Cortez Hill","1400 SIXTH AVE","6-1401","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.159218","32.720009"
"Downtown","Cortez Hill","1400 SIXTH AVE","6-1403","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.159212","32.720172"
"Downtown","Cortez Hill","1400 SIXTH AVE","6-1409","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.159219","32.720086"
"Downtown","Cortez Hill","1400 SIXTH AVE","6-1410","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.159401","32.720181"
"Downtown","Cortez Hill","1400 SIXTH AVE","6-1411","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.159219","32.720239"
"Downtown","Cortez Hill","1400 SIXTH AVE","6-1414","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.159402","32.720391"
"Downtown","Cortez Hill","1400 SIXTH AVE","6-1416","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.159403","32.720544"
"Downtown","Cortez Hill","1400 SIXTH AVE","6-1418","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.159403","32.720678"
"Downtown","Cortez Hill","1500 SIXTH AVE","6-1502","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.159404","32.721108"
"Downtown","Cortez Hill","1500 SIXTH AVE","6-1506","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.159403","32.721242"
"Downtown","Cortez Hill","1500 SIXTH AVE","6-1510","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.159403","32.721357"
"Downtown","Cortez Hill","1500 SIXTH AVE","6-1512","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.159402","32.721472"
"Downtown","Cortez Hill","1500 SIXTH AVE","6-1514","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.159402","32.721587"
"Downtown","Cortez Hill","1500 SIXTH AVE","6-1516","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.159401","32.721721"
"Downtown","Cortez Hill","1500 SIXTH AVE","6-1520","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.159401","32.721836"
"Downtown","Cortez Hill","1600 SIXTH AVE","6-1601","9115","15 Min Max $1.25 HR 8am-6pm Mon-Sat","-117.159222","32.722169"
"Downtown","Cortez Hill","1600 SIXTH AVE","6-1603","9115","15 Min Max $1.25 HR 8am-6pm Mon-Sat","-117.159225","32.72232"
"Downtown","Cortez Hill","1600 SIXTH AVE","6-1605","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.159228","32.722469"
"Downtown","Cortez Hill","1600 SIXTH AVE","6-1606","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.159416","32.722661"
"Downtown","Cortez Hill","1600 SIXTH AVE","6-1607","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.159236","32.722714"
"Downtown","Cortez Hill","1600 SIXTH AVE","6-1608","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.15942","32.722763"
"Downtown","Cortez Hill","1400 SEVENTH AVE","7-1400","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.158474","32.720024"
"Downtown","Cortez Hill","1400 SEVENTH AVE","7-1401","9116","30 Min Max $1.25 HR 8am-6pm Mon-Sat","-117.158292","32.720083"
"Downtown","Cortez Hill","1400 SEVENTH AVE","7-1402","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.158475","32.720159"
"Downtown","Cortez Hill","1400 SEVENTH AVE","7-1403","9116","30 Min Max $1.25 HR 8am-6pm Mon-Sat","-117.158293","32.720217"
"Downtown","Cortez Hill","1400 SEVENTH AVE","7-1405","9116","30 Min Max $1.25 HR 8am-6pm Mon-Sat","-117.158294","32.720275"
"Downtown","Cortez Hill","1400 SEVENTH AVE","7-1413","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.158294","32.720352"
"Downtown","Cortez Hill","1400 SEVENTH AVE","7-1415","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.158295","32.720429"
"Downtown","Cortez Hill","1400 SEVENTH AVE","7-1419","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.158295","32.720487"
"Downtown","Cortez Hill","1400 SEVENTH AVE","7-1421","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.158296","32.720564"
"Downtown","Cortez Hill","1400 SEVENTH AVE","7-1422","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.158479","32.72064"
"Downtown","Cortez Hill","1400 SEVENTH AVE","7-1423","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.158297","32.720698"
"Downtown","Cortez Hill","1400 SEVENTH AVE","7-1424","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.15848","32.720774"
"Downtown","Cortez Hill","1400 SEVENTH AVE","7-1425","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.158298","32.720833"
"Downtown","Cortez Hill","1300 EIGHTH AVE","8-1300","8999","1 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.157551","32.719019"
"Downtown","Cortez Hill","1400 EIGHTH AVE","8-1401","9460","9 Hour Max $0.50 HR 8am-6pm Mon-Sat","-117.157378","32.719993"
"Downtown","Cortez Hill","1400 EIGHTH AVE","8-1402","9138","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.157561","32.720031"
"Downtown","Cortez Hill","1400 EIGHTH AVE","8-1403","9460","9 Hour Max $0.50 HR 8am-6pm Mon-Sat","-117.157379","32.72007"
"Downtown","Cortez Hill","1400 EIGHTH AVE","8-1404","9138","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.157561","32.720107"
"Downtown","Cortez Hill","1400 EIGHTH AVE","8-1405","9460","9 Hour Max $0.50 HR 8am-6pm Mon-Sat","-117.157379","32.720147"
"Downtown","Cortez Hill","1400 EIGHTH AVE","8-1406","9138","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.157562","32.720184"
"Downtown","Cortez Hill","1400 EIGHTH AVE","8-1408","9138","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.157562","32.720222"
"Downtown","Cortez Hill","1400 EIGHTH AVE","8-1409","9460","9 Hour Max $0.50 HR 8am-6pm Mon-Sat","-117.15738","32.720262"
"Downtown","Cortez Hill","1400 EIGHTH AVE","8-1410","9459","9 Hour Max $0.50 HR 8am-6pm Mon-Sat","-117.157563","32.720299"
"Downtown","Cortez Hill","1400 EIGHTH AVE","8-1411","9460","9 Hour Max $0.50 HR 8am-6pm Mon-Sat","-117.157381","32.720338"
"Downtown","Cortez Hill","1400 EIGHTH AVE","8-1412","9459","9 Hour Max $0.50 HR 8am-6pm Mon-Sat","-117.157563","32.720376"
"Downtown","Cortez Hill","1400 EIGHTH AVE","8-1413","9460","9 Hour Max $0.50 HR 8am-6pm Mon-Sat","-117.157381","32.720415"
"Downtown","Cortez Hill","1400 EIGHTH AVE","8-1414","9459","9 Hour Max $0.50 HR 8am-6pm Mon-Sat","-117.157564","32.720453"
"Downtown","Cortez Hill","1400 EIGHTH AVE","8-1415","9460","9 Hour Max $0.50 HR 8am-6pm Mon-Sat","-117.157382","32.720492"
"Downtown","Cortez Hill","1400 EIGHTH AVE","8-1417","9460","9 Hour Max $0.50 HR 8am-6pm Mon-Sat","-117.157382","32.72053"
"Downtown","Cortez Hill","1400 EIGHTH AVE","8-1419","9460","9 Hour Max $0.50 HR 8am-6pm Mon-Sat","-117.157382","32.720569"
"Downtown","Cortez Hill","1400 EIGHTH AVE","8-1421","9460","9 Hour Max $0.50 HR 8am-6pm Mon-Sat","-117.157383","32.720607"
"Downtown","Cortez Hill","1400 EIGHTH AVE","8-1423","9460","9 Hour Max $0.50 HR 8am-6pm Mon-Sat","-117.157383","32.720645"
"Downtown","Cortez Hill","1400 EIGHTH AVE","8-1424","9459","9 Hour Max $0.50 HR 8am-6pm Mon-Sat","-117.157565","32.720683"
"Downtown","Cortez Hill","1400 EIGHTH AVE","8-1425","9460","9 Hour Max $0.50 HR 8am-6pm Mon-Sat","-117.157383","32.720722"
"Downtown","Cortez Hill","1400 EIGHTH AVE","8-1426","9459","9 Hour Max $0.50 HR 8am-6pm Mon-Sat","-117.157566","32.72076"
"Downtown","Cortez Hill","1400 EIGHTH AVE","8-1427","9460","9 Hour Max $0.50 HR 8am-6pm Mon-Sat","-117.157384","32.720799"
"Downtown","Cortez Hill","1400 EIGHTH AVE","8-1428","9459","9 Hour Max $0.50 HR 8am-6pm Mon-Sat","-117.157566","32.720836"
"Downtown","Cortez Hill","1400 EIGHTH AVE","8-1429","9460","9 Hour Max $0.50 HR 8am-6pm Mon-Sat","-117.157385","32.720876"
"Downtown","Cortez Hill","1500 EIGHTH AVE","8-1506","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.157568","32.721075"
"Downtown","Cortez Hill","1500 EIGHTH AVE","8-1508","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.157569","32.721153"
"Downtown","Cortez Hill","1500 EIGHTH AVE","8-1516","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.15757","32.721249"
"Downtown","Cortez Hill","1500 EIGHTH AVE","8-1518","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.157571","32.721326"
"Downtown","Cortez Hill","1500 EIGHTH AVE","8-1520","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.157572","32.721403"
"Downtown","Cortez Hill","1500 EIGHTH AVE","8-1522","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.157573","32.72148"
"Downtown","Cortez Hill","1500 EIGHTH AVE","8-1524","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.157573","32.721558"
"Downtown","Cortez Hill","1500 EIGHTH AVE","8-1526","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.157574","32.721635"
"Downtown","Cortez Hill","1500 EIGHTH AVE","8-1528","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.157575","32.721731"
"Downtown","Cortez Hill","1500 EIGHTH AVE","8-1530","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.157576","32.721808"
"Downtown","Cortez Hill","1500 EIGHTH AVE","8-1532","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.157577","32.721885"
"Downtown","Cortez Hill","1500 EIGHTH AVE","8-1534","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.157501","32.721657"
"Downtown","Cortez Hill","1300 NINTH AVE","9-1300","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.156656","32.719023"
"Downtown","Cortez Hill","1400 NINTH AVE","9-1412","9459","9 Hour Max $0.50 HR 8am-6pm Mon-Sat","-117.156664","32.720073"
"Downtown","Cortez Hill","1400 NINTH AVE","9-1414","9459","9 Hour Max $0.50 HR 8am-6pm Mon-Sat","-117.156664","32.720208"
"Downtown","Cortez Hill","1400 NINTH AVE","9-1416","9459","9 Hour Max $0.50 HR 8am-6pm Mon-Sat","-117.156665","32.720323"
"Downtown","Cortez Hill","1400 NINTH AVE","9-1418","9459","9 Hour Max $0.50 HR 8am-6pm Mon-Sat","-117.156666","32.720439"
"Downtown","Cortez Hill","1400 NINTH AVE","9-1420","9459","9 Hour Max $0.50 HR 8am-6pm Mon-Sat","-117.156667","32.720554"
"Downtown","Cortez Hill","1400 NINTH AVE","9-1422","9459","9 Hour Max $0.50 HR 8am-6pm Mon-Sat","-117.156668","32.720689"
"Downtown","Cortez Hill","1400 NINTH AVE","9-1426","9459","9 Hour Max $0.50 HR 8am-6pm Mon-Sat","-117.156669","32.720804"
"Downtown","Cortez Hill","800 A ST","A-807","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.0","32.1"
"Downtown","Cortez Hill","800 A ST","A-809","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.156896","32.718815"
"Downtown","Cortez Hill","200 ASH ST","AH-204","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.162672","32.719978"
"Downtown","Cortez Hill","200 ASH ST","AH-206","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.162606","32.719979"
"Downtown","Cortez Hill","200 ASH ST","AH-208","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.162522","32.719979"
"Downtown","Cortez Hill","200 ASH ST","AH-210","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.162372","32.71998"
"Downtown","Cortez Hill","300 ASH ST","AH-300","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.161914","32.719982"
"Downtown","Cortez Hill","300 ASH ST","AH-306","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.161696","32.719983"
"Downtown","Cortez Hill","300 ASH ST","AH-312","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.161461","32.719984"
"Downtown","Cortez Hill","300 ASH ST","AH-314","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.16131","32.719984"
"Downtown","Cortez Hill","400 ASH ST","AH-400","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.160998","32.719984"
"Downtown","Cortez Hill","400 ASH ST","AH-402","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.16093","32.719984"
"Downtown","Cortez Hill","400 ASH ST","AH-404","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.160778","32.719983"
"Downtown","Cortez Hill","400 ASH ST","AH-410","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.16054","32.719982"
"Downtown","Cortez Hill","400 ASH ST","AH-412","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.160472","32.719982"
"Downtown","Cortez Hill","400 ASH ST","AH-414","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.16032","32.719981"
"Downtown","Cortez Hill","500 ASH ST","AH-502","8999","1 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.160013","32.71998"
"Downtown","Cortez Hill","500 ASH ST","AH-504","8999","1 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.159864","32.719979"
"Downtown","Cortez Hill","500 ASH ST","AH-506","8999","1 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.159716","32.719979"
"Downtown","Cortez Hill","600 ASH ST","AH-604","9116","30 Min Max $1.25 HR 8am-6pm Mon-Sat","-117.159092","32.719976"
"Downtown","Cortez Hill","600 ASH ST","AH-606","9116","30 Min Max $1.25 HR 8am-6pm Mon-Sat","-117.158922","32.719975"
"Downtown","Cortez Hill","200 BEECH ST","BE-201","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.162708","32.720855"
"Downtown","Cortez Hill","200 BEECH ST","BE-215","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.162491","32.720856"
"Downtown","Cortez Hill","200 BEECH ST","BE-217","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.16229","32.720857"
"Downtown","Cortez Hill","300 BEECH ST","BE-300","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.161933","32.721012"
"Downtown","Cortez Hill","300 BEECH ST","BE-302","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.161883","32.721012"
"Downtown","Cortez Hill","300 BEECH ST","BE-304","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.161817","32.721013"
"Downtown","Cortez Hill","300 BEECH ST","BE-306","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.161767","32.721013"
"Downtown","Cortez Hill","300 BEECH ST","BE-308","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.161701","32.721013"
"Downtown","Cortez Hill","300 BEECH ST","BE-310","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.161651","32.721013"
"Downtown","Cortez Hill","300 BEECH ST","BE-312","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.161584","32.721014"
"Downtown","Cortez Hill","300 BEECH ST","BE-314","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.161518","32.721014"
"Downtown","Cortez Hill","300 BEECH ST","BE-316","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.161468","32.721014"
"Downtown","Cortez Hill","300 BEECH ST","BE-318","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.161402","32.721015"
"Downtown","Cortez Hill","300 BEECH ST","BE-320","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.161352","32.721015"
"Downtown","Cortez Hill","300 BEECH ST","BE-322","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.161286","32.721015"
"Downtown","Cortez Hill","300 BEECH ST","BE-324","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.161236","32.721015"
"Downtown","Cortez Hill","400 BEECH ST","BE-400","9138","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.160974","32.721101"
"Downtown","Cortez Hill","400 BEECH ST","BE-402","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.16091","32.721076"
"Downtown","Cortez Hill","400 BEECH ST","BE-403","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.160958","32.720862"
"Downtown","Cortez Hill","400 BEECH ST","BE-404","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.16077","32.721028"
"Downtown","Cortez Hill","400 BEECH ST","BE-405","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.16089","32.720862"
"Downtown","Cortez Hill","400 BEECH ST","BE-406","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.160804","32.72104"
"Downtown","Cortez Hill","400 BEECH ST","BE-407","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.160822","32.720862"
"Downtown","Cortez Hill","400 BEECH ST","BE-412","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.160669","32.721016"
"Downtown","Cortez Hill","400 BEECH ST","BE-414","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.160533","32.721017"
"Downtown","Cortez Hill","400 BEECH ST","BE-415","66","15 Min Max $1.25 HR 8am-6pm M-Sat","-117.160464","32.720863"
"Downtown","Cortez Hill","400 BEECH ST","BE-416","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.160379","32.721017"
"Downtown","Cortez Hill","400 BEECH ST","BE-418","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.160311","32.721017"
"Downtown","Cortez Hill","700 BEECH ST","BE-702","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.158277","32.72102"
"Downtown","Cortez Hill","700 BEECH ST","BE-703","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.158226","32.720866"
"Downtown","Cortez Hill","700 BEECH ST","BE-704","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.158143","32.721021"
"Downtown","Cortez Hill","700 BEECH ST","BE-705","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.158092","32.720867"
"Downtown","Cortez Hill","700 BEECH ST","BE-706","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.158026","32.721021"
"Downtown","Cortez Hill","700 BEECH ST","BE-708","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.157959","32.721021"
"Downtown","Cortez Hill","700 BEECH ST","BE-710","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.157891","32.721022"
"Downtown","Cortez Hill","700 BEECH ST","BE-712","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.157824","32.721022"
"Downtown","Cortez Hill","700 BEECH ST","BE-714","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.157757","32.721022"
"Downtown","Cortez Hill","700 BEECH ST","BE-715","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.157706","32.720869"
"Downtown","Cortez Hill","700 BEECH ST","BE-716","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.15764","32.721023"
"Downtown","Cortez Hill","700 BEECH ST","BE-717","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.157572","32.720869"
"Downtown","Cortez Hill","800 BEECH ST","BE-803","9464","9 Hour Max $0.50 HR 8am-6pm Mon-Sat.","-117.157365","32.72087"
"Downtown","Cortez Hill","800 BEECH ST","BE-805","9464","9 Hour Max $0.50 HR 8am-6pm Mon-Sat.","-117.157282","32.720871"
"Downtown","Cortez Hill","800 BEECH ST","BE-807","9464","9 Hour Max $0.50 HR 8am-6pm Mon-Sat.","-117.157216","32.720871"
"Downtown","Cortez Hill","800 BEECH ST","BE-809","9464","9 Hour Max $0.50 HR 8am-6pm Mon-Sat.","-117.157134","32.720872"
"Downtown","Cortez Hill","800 BEECH ST","BE-811","9464","9 Hour Max $0.50 HR 8am-6pm Mon-Sat.","-117.157068","32.720873"
"Downtown","Cortez Hill","800 BEECH ST","BE-813","9464","9 Hour Max $0.50 HR 8am-6pm Mon-Sat.","-117.156985","32.720873"
"Downtown","Cortez Hill","800 BEECH ST","BE-815","9464","9 Hour Max $0.50 HR 8am-6pm Mon-Sat.","-117.15692","32.720874"
"Downtown","Cortez Hill","800 BEECH ST","BE-817","9464","9 Hour Max $0.50 HR 8am-6pm Mon-Sat.","-117.156837","32.720874"
"Downtown","Cortez Hill","800 BEECH ST","BE-819","9464","9 Hour Max $0.50 HR 8am-6pm Mon-Sat.","-117.156771","32.720875"
"Downtown","Cortez Hill","800 BEECH ST","BE-821","9464","9 Hour Max $0.50 HR 8am-6pm Mon-Sat.","-117.156689","32.720875"
"Downtown","Cortez Hill","200 CEDAR ST","CE-201","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.162831","32.7219"
"Downtown","Cortez Hill","200 CEDAR ST","CE-203","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.162748","32.7219"
"Downtown","Cortez Hill","200 CEDAR ST","CE-205","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.162664","32.721901"
"Downtown","Cortez Hill","200 CEDAR ST","CE-207","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.16258","32.721902"
"Downtown","Cortez Hill","200 CEDAR ST","CE-209","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.162496","32.721903"
